Fitofisionomias	Sp1	Sp2	Sp3	Sp4	Sp5	Sp6	Sp7	Sp8	Sp9	Sp10	Sp11	Sp12	Sp13	Sp14	Sp15	Sp16	Sp17	Sp18	Sp19	Sp20	Sp21	Sp22	Sp23	Sp24	Sp25	Sp26	Sp27	Sp28	Sp29	Sp30	Sp31	Sp32	Sp33	Sp34	Sp35	Sp36	Sp37	Sp38	Sp39	Sp40	Sp41	Sp42	Sp43	Sp44	Sp45	Sp46	Sp47	Sp48	Sp49	Sp50	Sp51	Sp52	Sp53	Sp54	Sp55	Sp56	Sp57	Sp58	Sp59	Sp60	Sp61	Sp62	Sp63	Sp64	Sp65	Sp66	Sp67	Sp68	Sp69	Sp70	Sp71	Sp72	Sp73	Sp74	Sp75	Sp76	Sp77	Sp78	Sp79	Sp80	Sp81	Sp82	Sp83	Sp84	Sp85	Sp86	Sp87	Sp88	Sp89	Sp90	Sp91	Sp92	Sp93	Sp94	Sp95	Sp96	Sp97	Sp98	Sp99	Sp100	Sp101	Sp102	Sp103	Sp104	Sp105	Sp106	Sp107	Sp108	Sp109	Sp110	Sp111	Sp112	Sp113	Sp114	Sp115	Sp116	Sp117	Sp118	Sp119	Sp120	Sp121	Sp122	Sp123	Sp124	Sp125	Sp126	Sp127	Sp128	Sp129	Sp130	Sp131	Sp132
1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1
1	1	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	1
1	1	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1
1	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	1	1	1	1	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1
1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	1	1	1	1	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1
1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	1	0	1	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1
1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	1	0	1	0	1	1	0	0	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1
1	1	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	1
1	1	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	1	1	1	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	1
1	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	1	1	1	1	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
1	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	1	1	1	1	1	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	1
1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	0	1	1	1	1	1	1	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	1
1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	1	0	0	0	1	1	1	1	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1
1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1
1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1
1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	1	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	0	0	1	1	0	1	1	0	1	1	0	0	1
1	1	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	1	1	0	1	0	1	1	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	0	1	1	1	0	0	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1
1	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	1	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	1	1	0	1	1	1	1	0	0	0	1	0	1	0	1	0	0	1	1	1	0	1
1	1	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	0	0	1	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	1
1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	0	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1
1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	1	0	0	0	0	1	1	0	1	1	0	1	0	0	0	1
1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	0	1	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	0	0	1	1	0	1	1	0	1	1	0	0	1
1	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	0	1	1	1	0	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	1	1	0	1	1	1	1	0	0	0	1	0	1	0	1	0	0	1	1	1	0	1
1	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	1	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	1	1	1	0	0	0	1	0	1	0	1	0	0	1	1	1	0	1
1	1	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0	1	0	1	0	0	1	1	0	0	1
1	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	0	1	0	1	0	0	0	1	0	0	1
1	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	1	0	0	0	1	1	1	1	1	1	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1
1	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	1	0	0	1
1	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	0	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	0	1	1	1	0	1	0	0	1	1	0	0	1
1	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	0	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	0	1	0	1	0	1	0	0	1	1	0	0	1
1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	0	1	1	1	0	1	0	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	1	1	1	0	0	0	1	0	1	0	1	0	0	1	1	0	0	1
1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	1	1	0	1	0	0	1	0	1	0	1	0	0	1	1	0	0	1
1	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	0	1	0	0	0	1	0	0	1
1	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	0	1	1	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	0	1	0	0	0	1	0	0	1
1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	0	1	1	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	1	0	1	0	1	1	1	1	1	1	1	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	1
